lnwage,educ,exper,expsq,black,south,smsa,age,agesq,nearc4
6.528,16,12,1.44,0,0,0,34,1156,0
6.1527,14,6,0.36,0,0,0,26,676,0
6.4425,13,8,0.64,0,0,0,27,729,0
6.2634,13,5,0.25,0,0,0,24,576,0
6.3172,12,14,1.96,0,0,0,32,1024,0
6.463,16,3,0.09,0,0,1,25,625,1
6.2403,13,15,2.25,0,0,1,34,1156,1
6.4036,12,9,0.81,0,0,1,27,729,1
6.5511,13,14,1.96,0,0,1,33,1089,1
6.4069,12,15,2.25,0,0,1,33,1089,1
6.9285,12,15,2.25,0,0,1,33,1089,1
6.5709,12,13,1.69,0,0,1,31,961,1
6.2146,12,10,1.0,0,0,1,28,784,1
6.3682,12,10,1.0,0,0,1,28,784,1
6.5596,12,13,1.69,0,0,1,31,961,1
6.2538,16,8,0.64,0,0,0,30,900,1
6.4862,16,7,0.49,0,0,1,29,841,1
6.528,16,6,0.36,0,0,1,28,784,1
5.6204,13,6,0.36,0,0,1,25,625,1
6.561,13,15,2.25,1,0,1,34,1156,1
6.6695,12,16,2.56,0,0,1,34,1156,1
7.1846,18,7,0.49,0,0,1,31,961,1
6.0014,14,8,0.64,0,0,1,28,784,1
5.7038,16,3,0.09,0,0,1,25,625,1
6.5117,12,8,0.64,0,0,1,26,676,1
6.582,12,16,2.56,0,0,1,34,1156,1
6.6451,16,4,0.16,0,0,0,26,676,1
6.6333,16,8,0.64,0,0,0,30,900,1
6.073,18,6,0.36,0,0,0,30,900,1
7.0834,13,15,2.25,0,0,0,34,1156,1
6.1356,17,8,0.64,0,0,0,31,961,1
5.9135,12,6,0.36,0,0,0,24,576,1
6.1633,12,12,1.44,0,0,0,30,900,1
6.0753,12,10,1.0,0,0,0,28,784,1
5.8051,12,8,0.64,0,0,0,26,676,1
6.4615,16,9,0.81,0,0,1,31,961,1
6.2246,12,16,2.56,0,0,0,34,1156,1
6.4378,16,7,0.49,0,0,0,29,841,1
6.1356,12,13,1.69,0,0,0,31,961,1
6.7056,17,4,0.16,0,1,1,27,729,1
6.0707,17,1,0.01,0,0,1,24,576,1
6.463,14,5,0.25,0,0,1,25,625,1
5.4161,15,4,0.16,0,0,0,25,625,1
6.5806,15,13,1.69,1,0,1,34,1156,1
6.582,16,4,0.16,0,0,1,26,676,1
6.7056,16,7,0.49,0,0,1,29,841,1
6.4983,16,5,0.25,0,0,1,27,729,1
6.7991,18,4,0.16,0,0,1,28,784,1
6.6758,11,17,2.89,0,0,1,34,1156,1
6.2897,15,10,1.0,0,0,1,31,961,1
6.7991,11,10,1.0,0,0,1,27,729,1
6.5806,15,9,0.81,0,0,1,30,900,1
6.8298,13,5,0.25,0,0,1,24,576,1
6.2305,12,10,1.0,0,0,1,28,784,1
6.8341,16,10,1.0,0,0,1,32,1024,1
6.5582,17,10,1.0,0,0,1,33,1089,1
6.7627,12,12,1.44,0,0,1,30,900,1
6.2538,16,2,0.04,0,0,1,24,576,1
6.0331,12,6,0.36,0,0,1,24,576,1
5.5835,15,5,0.25,0,0,1,26,676,1
6.4378,15,3,0.09,0,0,1,24,576,1
6.8459,12,13,1.69,0,0,1,31,961,1
6.6412,16,3,0.09,0,0,1,25,625,1
6.6859,9,14,1.96,0,0,1,29,841,1
6.561,15,7,0.49,0,0,1,28,784,1
6.528,12,12,1.44,0,0,1,30,900,1
6.0331,16,4,0.16,0,0,1,26,676,1
6.3969,18,5,0.25,0,0,1,29,841,1
6.525,15,4,0.16,0,0,1,25,625,1
6.8222,18,7,0.49,0,0,0,31,961,1
6.6039,12,14,1.96,0,0,1,32,1024,1
7.0622,12,10,1.0,0,0,1,28,784,1
6.6399,11,12,1.44,0,0,1,29,841,1
6.869,12,8,0.64,0,0,1,26,676,1
5.7038,18,3,0.09,0,0,1,27,729,1
6.4892,16,2,0.04,0,0,1,24,576,1
6.1356,12,8,0.64,0,0,1,26,676,1
6.5806,12,6,0.36,0,0,1,24,576,1
6.7627,12,7,0.49,0,0,1,25,625,1
6.3902,11,7,0.49,0,0,1,24,576,1
6.8123,12,14,1.96,0,0,1,32,1024,1
6.9556,12,11,1.21,0,0,1,29,841,1
6.1203,13,15,2.25,0,1,1,34,1156,1
6.5147,12,9,0.81,1,1,0,27,729,1
6.5806,12,6,0.36,1,0,1,24,576,1
6.3969,7,20,4.0,1,0,1,33,1089,1
6.8298,12,10,1.0,1,0,1,28,784,1
6.6201,12,10,1.0,0,0,1,28,784,1
6.3333,12,10,1.0,0,0,1,28,784,1
6.4378,14,6,0.36,0,0,1,26,676,1
5.7038,10,13,1.69,0,0,0,29,841,1
7.2298,12,9,0.81,0,0,0,27,729,1
6.1527,14,5,0.25,0,0,1,25,625,1
6.6695,12,10,1.0,0,0,1,28,784,1
5.4381,16,3,0.09,0,0,1,25,625,1
5.9636,10,11,1.21,0,0,0,27,729,0
5.7526,12,15,2.25,0,0,1,33,1089,0
5.8721,17,6,0.36,0,0,1,29,841,0
6.2146,8,12,1.44,0,0,1,26,676,0
6.477,11,16,2.56,0,0,0,33,1089,0
6.7032,12,9,0.81,0,0,1,27,729,0
6.4754,13,7,0.49,0,0,0,26,676,0
6.0753,12,11,1.21,0,0,1,29,841,0
6.3969,11,10,1.0,0,0,0,27,729,0
5.3279,13,7,0.49,0,1,1,26,676,0
6.1759,12,9,0.81,0,1,1,27,729,0
6.1841,13,5,0.25,0,1,1,24,576,0
6.632,18,5,0.25,0,0,1,29,841,0
6.9027,12,8,0.64,0,0,1,26,676,0
7.0622,12,11,1.21,0,0,1,29,841,1
5.7494,16,3,0.09,0,0,1,25,625,1
6.8189,13,6,0.36,0,0,1,25,625,1
6.4983,13,7,0.49,0,0,1,26,676,1
6.6631,12,11,1.21,0,0,1,29,841,1
6.477,13,13,1.69,0,0,1,32,1024,1
5.5872,9,12,1.44,0,1,1,27,729,1
5.8721,8,19,3.61,0,0,0,33,1089,1
6.0868,8,19,3.61,0,0,0,33,1089,1
6.1633,11,13,1.69,0,0,1,30,900,1
6.5876,11,15,2.25,0,0,1,32,1024,1
6.5806,16,6,0.36,0,0,1,28,784,1
6.3333,12,16,2.56,0,0,1,34,1156,1
6.3969,12,8,0.64,0,0,1,26,676,1
6.5396,15,4,0.16,0,0,1,25,625,1
6.0474,15,7,0.49,0,0,1,28,784,1
6.667,12,6,0.36,0,0,1,24,576,1
7.0917,12,13,1.69,0,0,1,31,961,1
6.3578,16,12,1.44,0,0,1,34,1156,1
6.4536,18,3,0.09,0,0,0,27,729,1
6.0162,12,9,0.81,0,0,1,27,729,1
5.9135,16,2,0.04,0,0,1,24,576,1
6.6708,16,4,0.16,0,0,1,26,676,1
6.1092,17,1,0.01,0,0,1,24,576,1
7.1317,12,10,1.0,0,0,1,28,784,1
6.6946,16,8,0.64,0,0,1,30,900,1
5.7301,16,8,0.64,0,0,1,30,900,1
6.7056,12,12,1.44,0,0,0,30,900,1
6.5117,16,8,0.64,0,0,1,30,900,1
6.2615,12,11,1.21,0,0,0,29,841,1
5.6168,15,9,0.81,0,0,0,30,900,1
6.0474,17,5,0.25,0,0,0,28,784,1
6.463,16,6,0.36,0,0,1,28,784,1
6.1092,12,10,1.0,0,0,0,28,784,1
5.8081,12,8,0.64,0,0,0,26,676,1
6.8167,12,14,1.96,0,0,0,32,1024,1
4.852,11,10,1.0,0,0,0,27,729,1
5.9814,16,5,0.25,0,0,0,27,729,1
6.1633,13,9,0.81,0,0,1,28,784,1
6.1092,13,12,1.44,0,0,0,31,961,1
5.7038,16,2,0.04,0,0,0,24,576,1
6.1356,18,5,0.25,0,0,1,29,841,1
6.4457,12,14,1.96,0,0,0,32,1024,1
6.1841,12,15,2.25,0,0,0,33,1089,1
6.3081,12,12,1.44,0,0,0,30,900,1
5.9189,12,7,0.49,0,0,0,25,625,1
6.463,12,16,2.56,0,0,0,34,1156,1
6.2519,12,11,1.21,0,0,1,29,841,1
5.9532,9,11,1.21,0,0,0,26,676,1
6.1092,16,7,0.49,0,1,1,29,841,1
5.7526,12,8,0.64,0,0,0,26,676,0
6.5944,14,9,0.81,0,0,0,29,841,0
5.7838,12,14,1.96,0,0,0,32,1024,0
6.4232,16,6,0.36,0,0,1,28,784,0
5.8464,15,9,0.81,0,0,1,30,900,0
6.1549,13,9,0.81,0,0,1,28,784,0
5.7038,12,9,0.81,0,0,0,27,729,0
6.0638,13,5,0.25,0,0,1,24,576,1
5.5872,12,10,1.0,1,0,1,28,784,1
5.4381,12,10,1.0,0,0,1,28,784,1
6.0684,14,4,0.16,0,0,1,24,576,1
6.2748,12,8,0.64,0,0,1,26,676,1
7.0031,12,9,0.81,0,0,1,27,729,1
6.3767,12,10,1.0,1,0,1,28,784,1
6.7346,18,6,0.36,0,0,0,30,900,1
6.463,15,3,0.09,0,0,1,24,576,1
6.869,14,14,1.96,0,0,1,34,1156,1
6.8255,13,14,1.96,0,0,1,33,1089,1
5.8579,15,6,0.36,0,0,0,27,729,0
5.9532,16,2,0.04,0,0,0,24,576,0
6.4265,16,11,1.21,0,0,0,33,1089,0
6.1527,13,12,1.44,0,0,1,31,961,0
6.0186,12,9,0.81,0,0,0,27,729,0
5.9915,12,7,0.49,0,0,0,25,625,0
6.5511,11,16,2.56,0,0,1,33,1089,0
5.7398,15,6,0.36,0,0,1,27,729,0
5.4931,14,4,0.16,0,1,0,24,576,0
5.5134,12,14,1.96,1,1,1,32,1024,0
6.0474,11,13,1.69,1,0,1,30,900,0
6.3969,11,16,2.56,1,0,1,33,1089,0
6.5511,17,2,0.04,1,0,1,25,625,0
5.7038,12,6,0.36,0,0,1,24,576,0
6.5381,12,6,0.36,0,0,1,24,576,0
6.3969,12,12,1.44,0,0,1,30,900,0
6.5511,12,12,1.44,0,0,1,30,900,0
5.6168,14,5,0.25,0,0,0,25,625,0
6.5147,9,19,3.61,1,0,1,34,1156,0
6.107,17,5,0.25,0,0,1,28,784,0
6.4536,16,8,0.64,0,0,1,30,900,0
7.1309,14,9,0.81,0,0,0,29,841,0
6.869,18,5,0.25,0,0,1,29,841,0
6.1944,18,1,0.01,0,0,0,25,625,0
6.3733,12,6,0.36,0,0,0,24,576,0
6.6201,14,13,1.69,0,0,0,33,1089,0
5.7869,18,2,0.04,0,0,0,26,676,0
6.0638,18,5,0.25,0,0,1,29,841,0
6.3474,12,8,0.64,0,0,1,26,676,0
6.8167,16,6,0.36,0,0,0,28,784,0
6.3578,14,10,1.0,0,0,0,30,900,0
6.0707,11,15,2.25,0,0,0,32,1024,0
6.2246,12,6,0.36,0,0,0,24,576,0
6.5806,18,10,1.0,0,0,0,34,1156,1
6.869,16,11,1.21,0,0,1,33,1089,1
6.4118,12,13,1.69,0,0,1,31,961,1
6.1092,12,7,0.49,0,0,0,25,625,1
6.4378,12,15,2.25,0,0,0,33,1089,0
6.5695,14,6,0.36,0,0,0,26,676,0
6.5653,12,6,0.36,0,0,0,24,576,0
6.8167,16,10,1.0,0,0,1,32,1024,0
6.0355,8,10,1.0,0,0,0,24,576,0
6.5396,13,10,1.0,0,0,0,29,841,0
5.5607,12,16,2.56,0,0,1,34,1156,0
6.477,13,7,0.49,0,0,1,26,676,0
6.4135,14,5,0.25,0,0,1,25,625,0
6.5876,12,11,1.21,0,0,1,29,841,0
6.6425,13,13,1.69,0,0,1,32,1024,0
6.4297,12,9,0.81,0,0,0,27,729,0
6.5806,16,5,0.25,0,0,1,27,729,0
6.2461,18,2,0.04,0,0,1,26,676,0
5.9915,12,7,0.49,0,0,0,25,625,0
6.6946,14,7,0.49,0,1,1,27,729,0
6.1312,12,6,0.36,0,0,0,24,576,0
6.4646,17,9,0.81,0,0,0,32,1024,0
6.2519,12,10,1.0,0,0,0,28,784,0
6.3421,12,6,0.36,0,0,1,24,576,0
6.541,16,2,0.04,0,0,0,24,576,0
6.8855,12,13,1.69,0,0,1,31,961,0
6.658,12,14,1.96,0,0,0,32,1024,0
6.0936,14,7,0.49,0,0,1,27,729,0
6.5396,16,11,1.21,0,0,1,33,1089,0
6.0331,16,4,0.16,0,0,0,26,676,0
6.6503,11,13,1.69,0,0,1,30,900,0
5.9915,15,5,0.25,0,0,1,26,676,0
6.8024,12,9,0.81,0,0,1,27,729,0
6.5511,16,9,0.81,0,0,0,31,961,0
6.1841,16,2,0.04,0,0,0,24,576,0
6.7957,16,7,0.49,0,0,1,29,841,0
6.6201,18,5,0.25,0,0,1,29,841,0
6.9613,13,14,1.96,0,0,0,33,1089,0
6.8384,12,10,1.0,0,0,0,28,784,0
6.3421,12,8,0.64,0,0,0,26,676,0
6.8947,16,3,0.09,0,0,1,25,625,0
6.6451,16,2,0.04,0,0,1,24,576,0
6.4739,12,9,0.81,0,0,0,27,729,0
6.107,16,8,0.64,0,0,0,30,900,0
6.363,12,9,0.81,0,0,0,27,729,0
6.3099,8,19,3.61,0,0,0,33,1089,0
6.6846,12,11,1.21,0,0,1,29,841,0
5.0752,12,6,0.36,0,0,1,24,576,0
6.1356,17,5,0.25,0,0,1,28,784,0
6.0521,14,5,0.25,0,0,1,25,625,0
6.3969,8,18,3.24,0,0,1,32,1024,0
6.7639,17,3,0.09,0,0,1,26,676,0
6.5265,12,10,1.0,0,0,1,28,784,0
7.0166,12,9,0.81,0,0,1,27,729,0
7.0031,12,8,0.64,0,0,1,26,676,0
5.656,12,6,0.36,0,0,0,24,576,0
6.2403,14,8,0.64,0,0,1,28,784,0
6.477,13,7,0.49,0,0,1,26,676,0
6.946,12,13,1.69,0,0,1,31,961,0
6.5511,12,8,0.64,0,0,1,26,676,0
5.7526,18,7,0.49,0,0,1,31,961,1
5.7366,12,15,2.25,0,0,0,33,1089,1
5.8141,11,10,1.0,0,0,0,27,729,1
6.25,11,8,0.64,0,0,0,25,625,1
6.5639,16,6,0.36,0,0,1,28,784,1
6.4345,12,7,0.49,0,0,0,25,625,1
5.6971,13,9,0.81,0,0,0,28,784,1
6.4378,14,4,0.16,0,0,1,24,576,1
6.6451,16,7,0.49,0,0,1,29,841,1
6.1291,16,6,0.36,0,0,1,28,784,1
6.3099,12,13,1.69,0,0,0,31,961,1
6.1527,14,9,0.81,0,0,0,29,841,1
5.9814,12,15,2.25,0,0,0,33,1089,1
6.3869,14,5,0.25,0,0,0,25,625,1
6.946,16,6,0.36,0,0,0,28,784,1
5.9915,12,16,2.56,0,0,1,34,1156,1
6.5482,12,8,0.64,0,0,0,26,676,1
6.5695,16,4,0.16,0,1,0,26,676,1
6.3099,12,6,0.36,0,0,0,24,576,1
5.8081,14,7,0.49,0,0,0,27,729,1
6.9641,12,11,1.21,0,0,1,29,841,1
6.3801,11,13,1.69,0,0,1,30,900,1
6.4505,12,6,0.36,0,0,1,24,576,1
6.2146,10,10,1.0,0,0,1,26,676,1
6.6695,14,8,0.64,0,0,1,28,784,1
6.7238,18,7,0.49,0,0,1,31,961,1
6.2897,12,8,0.64,0,0,1,26,676,1
6.3578,18,4,0.16,0,0,1,28,784,1
6.6946,14,10,1.0,0,0,1,30,900,1
6.582,14,10,1.0,0,0,1,30,900,1
6.3969,12,8,0.64,0,1,1,26,676,1
6.1137,10,12,1.44,0,1,1,28,784,1
5.7038,7,14,1.96,0,1,1,27,729,1
5.9738,12,8,0.64,1,1,1,26,676,1
5.2983,12,8,0.64,1,1,1,26,676,1
6.6201,9,18,3.24,0,1,0,33,1089,1
6.5117,16,4,0.16,0,1,0,26,676,1
6.8967,14,10,1.0,0,1,1,30,900,1
6.7799,17,4,0.16,0,1,1,27,729,1
6.8079,13,7,0.49,0,1,0,26,676,1
5.5215,14,14,1.96,1,1,1,34,1156,1
6.2538,10,12,1.44,0,1,1,28,784,1
5.8749,12,9,0.81,0,1,1,27,729,1
5.6276,12,6,0.36,0,1,1,24,576,1
5.9915,12,7,0.49,1,1,1,25,625,1
5.6095,10,12,1.44,1,1,1,28,784,1
6.2146,11,14,1.96,0,1,1,31,961,1
6.4019,11,16,2.56,0,1,1,33,1089,1
5.9915,12,7,0.49,0,1,1,25,625,1
6.1633,12,10,1.0,1,1,1,28,784,1
7.0031,12,15,2.25,0,1,1,33,1089,1
5.8201,14,6,0.36,0,1,1,26,676,1
6.2879,11,10,1.0,0,1,1,27,729,1
6.0014,13,7,0.49,1,1,1,26,676,1
6.6294,16,5,0.25,0,1,1,27,729,1
6.3172,16,11,1.21,0,1,1,33,1089,1
6.3578,16,7,0.49,0,1,1,29,841,1
6.0684,15,5,0.25,0,1,1,26,676,1
6.3099,11,12,1.44,0,1,1,29,841,1
6.6809,16,2,0.04,0,1,1,24,576,1
6.1092,14,7,0.49,0,1,1,27,729,1
6.6933,13,10,1.0,0,1,1,29,841,1
6.3969,13,5,0.25,0,1,1,24,576,1
6.8384,13,15,2.25,0,1,1,34,1156,1
6.1759,11,16,2.56,0,1,0,33,1089,1
6.4345,12,11,1.21,0,1,1,29,841,1
5.793,10,11,1.21,1,1,1,27,729,1
6.3969,16,4,0.16,0,1,1,26,676,1
6.541,14,7,0.49,1,1,1,27,729,1
6.8276,15,12,1.44,0,1,1,33,1089,1
6.5806,12,10,1.0,0,1,1,28,784,1
6.2916,12,7,0.49,1,1,1,25,625,1
6.1291,13,8,0.64,1,1,1,27,729,1
6.1841,13,8,0.64,1,1,1,27,729,1
5.8579,12,7,0.49,1,1,1,25,625,1
5.2983,16,3,0.09,0,1,1,25,625,1
6.2538,10,14,1.96,1,1,1,30,900,1
5.5215,12,7,0.49,1,1,1,25,625,1
6.2226,11,11,1.21,1,0,1,28,784,1
5.8944,12,10,1.0,1,1,1,28,784,1
6.4831,11,16,2.56,1,1,1,33,1089,1
6.0521,12,14,1.96,1,1,1,32,1024,1
5.5013,12,13,1.69,1,1,1,31,961,1
5.5215,11,8,0.64,1,1,1,25,625,1
6.7788,13,13,1.69,0,0,1,32,1024,1
6.5323,12,8,0.64,1,1,1,26,676,1
5.9965,11,15,2.25,1,1,1,32,1024,1
6.0591,12,13,1.69,1,1,1,31,961,1
5.7838,13,5,0.25,0,1,1,24,576,1
6.5862,17,4,0.16,0,1,1,27,729,1
6.6593,12,7,0.49,0,1,1,25,625,1
5.5759,14,7,0.49,1,1,1,27,729,1
6.1092,12,14,1.96,1,1,1,32,1024,1
5.8464,14,7,0.49,1,1,1,27,729,1
5.8579,13,5,0.25,1,1,1,24,576,1
5.9915,13,5,0.25,1,1,1,24,576,1
6.8876,12,14,1.96,0,1,1,32,1024,1
5.9532,12,11,1.21,1,1,1,29,841,1
5.8406,17,5,0.25,1,0,1,28,784,1
6.3333,16,3,0.09,1,1,1,25,625,1
6.1377,7,16,2.56,0,1,1,29,841,1
6.3368,12,10,1.0,1,1,1,28,784,1
6.4583,12,9,0.81,1,1,1,27,729,1
6.1356,10,14,1.96,1,1,1,30,900,1
6.5073,13,8,0.64,1,1,1,27,729,1
6.0014,13,5,0.25,1,1,1,24,576,1
5.9216,17,2,0.04,1,1,1,25,625,1
5.4381,12,6,0.36,1,1,1,24,576,1
6.3244,12,14,1.96,1,1,1,32,1024,1
5.7038,8,15,2.25,1,1,1,29,841,1
6.8167,14,9,0.81,0,1,1,29,841,1
6.3244,18,3,0.09,0,1,1,27,729,1
6.271,13,14,1.96,0,1,1,33,1089,1
5.7991,15,5,0.25,0,1,1,26,676,1
5.9269,9,11,1.21,0,1,1,26,676,1
6.4216,13,5,0.25,0,1,1,24,576,1
6.5806,14,7,0.49,0,1,0,27,729,1
6.271,16,3,0.09,0,0,1,25,625,1
6.7558,12,16,2.56,1,1,1,34,1156,1
6.4754,14,7,0.49,1,1,1,27,729,1
5.4723,10,8,0.64,1,1,1,24,576,1
5.6168,12,16,2.56,1,1,1,34,1156,1
5.7838,14,6,0.36,1,1,1,26,676,1
5.8777,14,9,0.81,1,0,1,29,841,1
5.9532,12,12,1.44,1,1,1,30,900,1
5.8999,14,4,0.16,0,1,1,24,576,1
6.6846,8,19,3.61,0,1,1,33,1089,1
6.1779,12,16,2.56,0,1,1,34,1156,1
6.8617,17,6,0.36,0,1,1,29,841,1
6.1356,17,3,0.09,0,1,1,26,676,1
6.0331,16,6,0.36,0,1,0,28,784,1
5.6699,10,9,0.81,0,1,1,25,625,1
5.4806,12,6,0.36,0,1,1,24,576,1
6.7202,12,13,1.69,1,1,1,31,961,1
5.8889,12,14,1.96,0,1,1,32,1024,1
6.3936,16,6,0.36,0,1,0,28,784,1
6.6201,13,6,0.36,0,1,1,25,625,1
5.9532,16,3,0.09,1,1,1,25,625,1
6.4297,16,6,0.36,1,1,1,28,784,1
6.463,13,15,2.25,0,1,1,34,1156,1
6.1485,16,4,0.16,1,1,1,26,676,1
5.9532,13,5,0.25,1,1,1,24,576,1
6.1356,12,7,0.49,1,1,1,25,625,1
6.4536,12,9,0.81,0,1,1,27,729,1
5.9915,12,8,0.64,0,0,0,26,676,1
6.6333,13,8,0.64,0,1,1,27,729,1
6.3279,13,8,0.64,0,1,1,27,729,1
6.9078,12,16,2.56,0,1,1,34,1156,1
6.0521,11,11,1.21,0,1,1,28,784,1
6.0186,12,12,1.44,1,1,1,30,900,1
5.1874,11,8,0.64,0,1,1,25,625,1
5.9269,18,8,0.64,0,1,1,32,1024,1
7.1686,18,4,0.16,0,1,1,28,784,1
6.1654,15,9,0.81,1,0,1,30,900,1
6.6529,16,5,0.25,0,1,1,27,729,1
6.5709,12,9,0.81,0,1,1,27,729,1
6.0615,10,12,1.44,1,1,1,28,784,1
6.0753,13,5,0.25,1,1,1,24,576,1
6.7742,13,7,0.49,0,1,1,26,676,1
6.0497,14,13,1.69,1,1,1,33,1089,1
5.9269,12,7,0.49,1,1,1,25,625,1
6.1924,12,7,0.49,1,1,1,25,625,1
6.1356,15,3,0.09,1,1,1,24,576,1
5.8289,12,16,2.56,1,1,1,34,1156,1
6.3648,12,12,1.44,0,1,1,30,900,1
6.2442,12,9,0.81,0,1,1,27,729,1
6.9594,12,7,0.49,0,1,1,25,625,1
6.1633,12,12,1.44,1,1,1,30,900,1
7.3146,18,8,0.64,0,1,1,32,1024,1
6.869,15,12,1.44,0,0,1,33,1089,1
5.4381,15,9,0.81,1,1,1,30,900,1
6.6201,18,5,0.25,1,1,1,29,841,1
5.4161,15,5,0.25,1,1,1,26,676,1
5.8021,13,7,0.49,1,1,1,26,676,1
5.9839,11,9,0.81,1,1,1,26,676,1
6.6201,10,18,3.24,0,1,1,34,1156,1
6.1092,12,7,0.49,0,1,1,25,625,1
6.7627,13,6,0.36,1,1,1,25,625,1
6.2823,8,10,1.0,0,1,1,24,576,1
6.7405,16,5,0.25,0,0,1,27,729,1
6.632,16,4,0.16,0,0,1,26,676,1
6.3969,16,2,0.04,0,1,1,24,576,1
6.9373,12,16,2.56,0,1,1,34,1156,1
6.7754,14,12,1.44,0,1,1,32,1024,1
6.3421,12,14,1.96,0,1,1,32,1024,1
6.2785,16,3,0.09,0,1,1,25,625,1
6.1759,12,7,0.49,0,1,1,25,625,1
6.4036,12,10,1.0,1,1,1,28,784,1
6.4877,12,9,0.81,0,1,1,27,729,1
6.4378,12,13,1.69,0,1,1,31,961,1
5.6348,12,11,1.21,1,1,1,29,841,1
6.2146,10,12,1.44,0,1,1,28,784,1
6.2823,12,8,0.64,0,1,1,26,676,1
6.7069,10,10,1.0,0,1,1,26,676,1
6.4362,10,18,3.24,0,1,1,34,1156,1
6.4036,10,12,1.44,0,1,1,28,784,1
6.2246,12,13,1.69,0,0,1,31,961,1
6.6201,12,12,1.44,0,0,1,30,900,1
6.5806,12,14,1.96,0,0,1,32,1024,1
6.5132,18,8,0.64,0,0,1,32,1024,1
6.8167,16,11,1.21,0,1,1,33,1089,1
6.7788,17,7,0.49,1,1,1,30,900,1
6.0568,12,8,0.64,1,1,1,26,676,1
6.6746,8,10,1.0,1,1,1,24,576,1
5.79,14,9,0.81,1,1,1,29,841,1
5.7462,10,14,1.96,1,1,1,30,900,1
6.667,16,12,1.44,1,0,1,34,1156,1
5.8201,18,7,0.49,0,0,1,31,961,1
5.9532,10,14,1.96,1,1,1,30,900,1
6.271,16,5,0.25,1,1,1,27,729,1
6.0615,10,17,2.89,1,1,0,33,1089,1
6.8916,12,9,0.81,0,0,0,27,729,1
6.7056,12,16,2.56,0,1,1,34,1156,1
6.6134,14,12,1.44,1,1,1,32,1024,1
5.8435,10,8,0.64,1,1,1,24,576,1
6.3172,14,14,1.96,1,1,1,34,1156,1
5.5722,13,5,0.25,1,1,1,24,576,1
6.6134,18,8,0.64,1,1,1,32,1024,1
6.5117,17,6,0.36,1,1,1,29,841,1
6.5806,17,9,0.81,1,1,1,32,1024,1
6.0822,13,11,1.21,1,1,1,30,900,1
6.3008,12,8,0.64,1,1,1,26,676,0
5.5215,14,5,0.25,1,1,1,25,625,0
6.4362,14,7,0.49,1,1,1,27,729,0
5.9915,13,10,1.0,0,1,1,29,841,0
6.3578,16,7,0.49,0,1,1,29,841,0
6.7007,16,3,0.09,1,1,1,25,625,0
6.4378,12,16,2.56,1,1,1,34,1156,0
6.1841,14,6,0.36,1,1,1,26,676,0
6.7346,16,6,0.36,0,1,1,28,784,0
6.7627,16,5,0.25,0,1,1,27,729,0
5.7838,16,4,0.16,0,1,1,26,676,0
6.1675,14,6,0.36,1,1,1,26,676,0
5.5215,16,3,0.09,1,1,1,25,625,0
6.2146,12,6,0.36,0,1,1,24,576,0
6.2442,13,6,0.36,0,1,1,25,625,0
5.5452,18,4,0.16,0,1,1,28,784,0
6.5765,13,5,0.25,0,1,1,24,576,0
6.6796,18,6,0.36,0,0,1,30,900,0
6.6201,12,7,0.49,0,1,1,25,625,0
6.0379,12,6,0.36,1,1,1,24,576,0
6.0661,12,8,0.64,1,1,1,26,676,0
6.0521,12,7,0.49,1,0,1,25,625,0
5.3936,12,13,1.69,1,1,1,31,961,0
6.5294,13,10,1.0,1,1,1,29,841,0
6.2146,15,13,1.69,0,1,1,34,1156,0
6.3117,16,4,0.16,0,1,1,26,676,0
6.5511,11,8,0.64,0,1,1,25,625,0
6.561,12,14,1.96,0,1,1,32,1024,1
6.2596,17,5,0.25,0,1,1,28,784,1
6.0707,12,6,0.36,0,1,1,24,576,1
6.1356,14,5,0.25,0,1,1,25,625,1
5.9839,12,6,0.36,0,1,1,24,576,1
5.9915,15,5,0.25,0,1,1,26,676,1
6.7708,18,4,0.16,0,0,1,28,784,1
5.9349,12,8,0.64,0,1,1,26,676,1
5.8972,12,9,0.81,0,1,1,27,729,1
6.869,15,10,1.0,0,1,1,31,961,1
6.6859,15,9,0.81,0,1,1,30,900,1
5.9915,5,21,4.41,0,1,1,32,1024,1
6.2916,13,10,1.0,1,1,1,29,841,1
6.1092,10,14,1.96,0,1,1,30,900,1
6.0822,15,6,0.36,1,1,1,27,729,1
5.8861,12,8,0.64,1,1,1,26,676,1
6.271,12,9,0.81,0,1,1,27,729,1
6.5806,12,8,0.64,1,1,1,26,676,1
5.8435,2,23,5.29,0,1,1,31,961,1
6.9584,11,10,1.0,0,0,1,27,729,1
6.5876,16,6,0.36,0,1,1,28,784,1
6.2971,12,15,2.25,1,0,1,33,1089,1
7.0917,16,11,1.21,0,0,1,33,1089,1
5.9915,16,2,0.04,0,1,1,24,576,1
5.9269,9,17,2.89,1,1,1,32,1024,1
5.6384,11,13,1.69,1,1,1,30,900,1
4.8442,12,6,0.36,1,1,1,24,576,1
7.2392,12,14,1.96,1,0,1,32,1024,1
6.4754,12,12,1.44,0,1,0,30,900,1
6.0403,16,9,0.81,0,1,1,31,961,1
6.1203,16,5,0.25,0,1,1,27,729,1
6.4938,12,7,0.49,1,1,1,25,625,1
5.9402,12,6,0.36,0,1,0,24,576,1
5.7526,10,18,3.24,1,1,1,34,1156,1
6.1137,14,4,0.16,0,1,1,24,576,1
6.4378,12,10,1.0,0,1,1,28,784,1
6.3986,14,4,0.16,0,1,1,24,576,1
6.2126,13,8,0.64,0,1,1,27,729,1
